,id,name,type,capital,population,citizens,nr_quartiers,quartiers,net_production_burg,area_requirements_burg
99,100,Pteron,Highland,0,11937,"{'Farmer': 9284, 'Fisherman': 663, 'Hunter': 663, 'Craftsman': 663, 'Tradesman': 663, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",11,"{'Farmer': 11, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 11.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 11937, 'Farmland_to_Feed_Burg_ha_Max': 23874, 'Urban_Area_Burg_ha_Min': 30, 'Urban_Area_Burg_ha_Max': 60}"
100,101,Pitherythro,Generic,0,9859,"{'Farmer': 6858, 'Fisherman': 429, 'Hunter': 429, 'Craftsman': 857, 'Tradesman': 429, 'Churchman': 0, 'Clerk': 0, 'Soldier': 857}",10,"{'Farmer': 8, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 1, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 1}","{'Net_Food': 6.0, 'Net_Gold': -0.25}","{'Farmland_to_Feed_Burg_ha_Min': 9859, 'Farmland_to_Feed_Burg_ha_Max': 19718, 'Urban_Area_Burg_ha_Min': 25, 'Urban_Area_Burg_ha_Max': 49}"
101,102,Iolirira,Hunting,0,4514,"{'Farmer': 3283, 'Fisherman': 205, 'Hunter': 616, 'Craftsman': 205, 'Tradesman': 205, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",4,"{'Farmer': 4, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 4.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 4514, 'Farmland_to_Feed_Burg_ha_Max': 9028, 'Urban_Area_Burg_ha_Min': 11, 'Urban_Area_Burg_ha_Max': 23}"
102,103,Bashahrzuq,Hunting,0,5198,"{'Farmer': 3780, 'Fisherman': 236, 'Hunter': 709, 'Craftsman': 236, 'Tradesman': 236, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",4,"{'Farmer': 4, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 4.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 5198, 'Farmland_to_Feed_Burg_ha_Max': 10396, 'Urban_Area_Burg_ha_Min': 13, 'Urban_Area_Burg_ha_Max': 26}"
103,104,Tulplahera,Generic,0,11863,"{'Farmer': 9490, 'Fisherman': 593, 'Hunter': 593, 'Craftsman': 593, 'Tradesman': 593, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",11,"{'Farmer': 11, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 11.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 11863, 'Farmland_to_Feed_Burg_ha_Max': 23726, 'Urban_Area_Burg_ha_Min': 30, 'Urban_Area_Burg_ha_Max': 59}"
104,105,Abgard,Generic,0,6422,"{'Farmer': 5138, 'Fisherman': 321, 'Hunter': 321, 'Craftsman': 321, 'Tradesman': 321, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",6,"{'Farmer': 6, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 6.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 6422, 'Farmland_to_Feed_Burg_ha_Max': 12844, 'Urban_Area_Burg_ha_Min': 16, 'Urban_Area_Burg_ha_Max': 32}"
105,106,Gorsarak,Hunting,0,2685,"{'Farmer': 1953, 'Fisherman': 122, 'Hunter': 366, 'Craftsman': 122, 'Tradesman': 122, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",2,"{'Farmer': 2, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 2.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 2685, 'Farmland_to_Feed_Burg_ha_Max': 5370, 'Urban_Area_Burg_ha_Min': 7, 'Urban_Area_Burg_ha_Max': 13}"
106,107,Rakka,Generic,0,16803,"{'Farmer': 13442, 'Fisherman': 840, 'Hunter': 840, 'Craftsman': 840, 'Tradesman': 840, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",20,"{'Farmer': 16, 'Fisherman': 1, 'Hunter': 1, 'Craftsman': 1, 'Tradesman': 1, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 16.5, 'Net_Gold': 2.25}","{'Farmland_to_Feed_Burg_ha_Min': 16803, 'Farmland_to_Feed_Burg_ha_Max': 33606, 'Urban_Area_Burg_ha_Min': 42, 'Urban_Area_Burg_ha_Max': 84}"
107,108,Alifabadrud,Hunting,0,2094,"{'Farmer': 1523, 'Fisherman': 95, 'Hunter': 286, 'Craftsman': 95, 'Tradesman': 95, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",1,"{'Farmer': 1, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 1.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 2094, 'Farmland_to_Feed_Burg_ha_Max': 4188, 'Urban_Area_Burg_ha_Min': 5, 'Urban_Area_Burg_ha_Max': 10}"
108,109,Ruosaajaama,Hunting,0,1615,"{'Farmer': 1175, 'Fisherman': 73, 'Hunter': 220, 'Craftsman': 73, 'Tradesman': 73, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",1,"{'Farmer': 1, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 1.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 1615, 'Farmland_to_Feed_Burg_ha_Max': 3230, 'Urban_Area_Burg_ha_Min': 4, 'Urban_Area_Burg_ha_Max': 8}"
109,110,Hagenhau,Hunting,0,1865,"{'Farmer': 1356, 'Fisherman': 85, 'Hunter': 254, 'Craftsman': 85, 'Tradesman': 85, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",1,"{'Farmer': 1, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 1.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 1865, 'Farmland_to_Feed_Burg_ha_Max': 3730, 'Urban_Area_Burg_ha_Min': 5, 'Urban_Area_Burg_ha_Max': 9}"
110,111,Konut,Generic,0,7583,"{'Farmer': 6066, 'Fisherman': 379, 'Hunter': 379, 'Craftsman': 379, 'Tradesman': 379, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",7,"{'Farmer': 7, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 7.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 7583, 'Farmland_to_Feed_Burg_ha_Max': 15166, 'Urban_Area_Burg_ha_Min': 19, 'Urban_Area_Burg_ha_Max': 38}"
111,112,Murion,Generic,0,11127,"{'Farmer': 8902, 'Fisherman': 556, 'Hunter': 556, 'Craftsman': 556, 'Tradesman': 556, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",11,"{'Farmer': 11, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 11.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 11127, 'Farmland_to_Feed_Burg_ha_Max': 22254, 'Urban_Area_Burg_ha_Min': 28, 'Urban_Area_Burg_ha_Max': 56}"
112,113,Varmir,Generic,0,8964,"{'Farmer': 7171, 'Fisherman': 448, 'Hunter': 448, 'Craftsman': 448, 'Tradesman': 448, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",8,"{'Farmer': 8, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 8.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 8964, 'Farmland_to_Feed_Burg_ha_Max': 17928, 'Urban_Area_Burg_ha_Min': 22, 'Urban_Area_Burg_ha_Max': 45}"
113,114,Atheia,Naval,0,3537,"{'Farmer': 1768, 'Fisherman': 1032, 'Hunter': 147, 'Craftsman': 147, 'Tradesman': 442, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",3,"{'Farmer': 2, 'Fisherman': 1, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 4.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 3537, 'Farmland_to_Feed_Burg_ha_Max': 7074, 'Urban_Area_Burg_ha_Min': 9, 'Urban_Area_Burg_ha_Max': 18}"
114,115,Amphi,Naval,0,2150,"{'Farmer': 956, 'Fisherman': 557, 'Hunter': 80, 'Craftsman': 159, 'Tradesman': 239, 'Churchman': 0, 'Clerk': 0, 'Soldier': 159}",1,"{'Farmer': 1, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 1.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 2150, 'Farmland_to_Feed_Burg_ha_Max': 4300, 'Urban_Area_Burg_ha_Min': 5, 'Urban_Area_Burg_ha_Max': 11}"
115,116,Byrian,Generic,0,19677,"{'Farmer': 13688, 'Fisherman': 856, 'Hunter': 856, 'Craftsman': 1711, 'Tradesman': 856, 'Churchman': 0, 'Clerk': 0, 'Soldier': 1711}",24,"{'Farmer': 17, 'Fisherman': 1, 'Hunter': 1, 'Craftsman': 2, 'Tradesman': 1, 'Churchman': 0, 'Clerk': 0, 'Soldier': 2}","{'Net_Food': 14.5, 'Net_Gold': 1.0}","{'Farmland_to_Feed_Burg_ha_Min': 19677, 'Farmland_to_Feed_Burg_ha_Max': 39354, 'Urban_Area_Burg_ha_Min': 49, 'Urban_Area_Burg_ha_Max': 98}"
116,117,Pyryla,Hunting,0,5117,"{'Farmer': 3721, 'Fisherman': 233, 'Hunter': 698, 'Craftsman': 233, 'Tradesman': 233, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",4,"{'Farmer': 4, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 4.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 5117, 'Farmland_to_Feed_Burg_ha_Max': 10234, 'Urban_Area_Burg_ha_Min': 13, 'Urban_Area_Burg_ha_Max': 26}"
117,118,Bamberg,Hunting,0,2175,"{'Farmer': 1582, 'Fisherman': 99, 'Hunter': 297, 'Craftsman': 99, 'Tradesman': 99, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",1,"{'Farmer': 1, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 1.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 2175, 'Farmland_to_Feed_Burg_ha_Max': 4350, 'Urban_Area_Burg_ha_Min': 5, 'Urban_Area_Burg_ha_Max': 11}"
118,119,Linnocenni,Naval,0,4942,"{'Farmer': 2471, 'Fisherman': 1441, 'Hunter': 206, 'Craftsman': 206, 'Tradesman': 618, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",4,"{'Farmer': 3, 'Fisherman': 1, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 5.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 4942, 'Farmland_to_Feed_Burg_ha_Max': 9884, 'Urban_Area_Burg_ha_Min': 12, 'Urban_Area_Burg_ha_Max': 25}"
119,120,Gegandal,Hunting,0,1406,"{'Farmer': 1023, 'Fisherman': 64, 'Hunter': 192, 'Craftsman': 64, 'Tradesman': 64, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",1,"{'Farmer': 1, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 1.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 1406, 'Farmland_to_Feed_Burg_ha_Max': 2812, 'Urban_Area_Burg_ha_Min': 4, 'Urban_Area_Burg_ha_Max': 7}"
120,121,Kanmalankaa,Generic,0,7561,"{'Farmer': 6049, 'Fisherman': 378, 'Hunter': 378, 'Craftsman': 378, 'Tradesman': 378, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",7,"{'Farmer': 7, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 7.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 7561, 'Farmland_to_Feed_Burg_ha_Max': 15122, 'Urban_Area_Burg_ha_Min': 19, 'Urban_Area_Burg_ha_Max': 38}"
121,122,Laporystho,Hunting,0,1810,"{'Farmer': 1316, 'Fisherman': 82, 'Hunter': 247, 'Craftsman': 82, 'Tradesman': 82, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",1,"{'Farmer': 1, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 1.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 1810, 'Farmland_to_Feed_Burg_ha_Max': 3620, 'Urban_Area_Burg_ha_Min': 5, 'Urban_Area_Burg_ha_Max': 9}"
122,123,Hinzenburg,Generic,0,16483,"{'Farmer': 11466, 'Fisherman': 717, 'Hunter': 717, 'Craftsman': 1433, 'Tradesman': 717, 'Churchman': 0, 'Clerk': 0, 'Soldier': 1433}",16,"{'Farmer': 14, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 1, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 1}","{'Net_Food': 12.0, 'Net_Gold': -0.25}","{'Farmland_to_Feed_Burg_ha_Min': 16483, 'Farmland_to_Feed_Burg_ha_Max': 32966, 'Urban_Area_Burg_ha_Min': 41, 'Urban_Area_Burg_ha_Max': 82}"
123,124,Karksa,Naval,0,7023,"{'Farmer': 3512, 'Fisherman': 2048, 'Hunter': 293, 'Craftsman': 293, 'Tradesman': 878, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",7,"{'Farmer': 4, 'Fisherman': 2, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 1, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 7.0, 'Net_Gold': 1.5}","{'Farmland_to_Feed_Burg_ha_Min': 7023, 'Farmland_to_Feed_Burg_ha_Max': 14046, 'Urban_Area_Burg_ha_Min': 18, 'Urban_Area_Burg_ha_Max': 35}"
124,125,Kodeck,Naval,0,8188,"{'Farmer': 4094, 'Fisherman': 2388, 'Hunter': 341, 'Craftsman': 341, 'Tradesman': 1024, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",8,"{'Farmer': 5, 'Fisherman': 2, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 1, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 8.0, 'Net_Gold': 1.5}","{'Farmland_to_Feed_Burg_ha_Min': 8188, 'Farmland_to_Feed_Burg_ha_Max': 16376, 'Urban_Area_Burg_ha_Min': 20, 'Urban_Area_Burg_ha_Max': 41}"
125,126,Eiameale,Generic,0,9171,"{'Farmer': 7337, 'Fisherman': 459, 'Hunter': 459, 'Craftsman': 459, 'Tradesman': 459, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",9,"{'Farmer': 9, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 9.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 9171, 'Farmland_to_Feed_Burg_ha_Max': 18342, 'Urban_Area_Burg_ha_Min': 23, 'Urban_Area_Burg_ha_Max': 46}"
126,127,Tevand,Generic,0,14200,"{'Farmer': 11360, 'Fisherman': 710, 'Hunter': 710, 'Craftsman': 710, 'Tradesman': 710, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",14,"{'Farmer': 14, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 14.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 14200, 'Farmland_to_Feed_Burg_ha_Max': 28400, 'Urban_Area_Burg_ha_Min': 36, 'Urban_Area_Burg_ha_Max': 71}"
127,128,Frienenmuns,Hunting,0,3697,"{'Farmer': 2689, 'Fisherman': 168, 'Hunter': 504, 'Craftsman': 168, 'Tradesman': 168, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",3,"{'Farmer': 3, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 3.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 3697, 'Farmland_to_Feed_Burg_ha_Max': 7394, 'Urban_Area_Burg_ha_Min': 9, 'Urban_Area_Burg_ha_Max': 18}"
128,129,Ceventillan,Hunting,0,1620,"{'Farmer': 1178, 'Fisherman': 74, 'Hunter': 221, 'Craftsman': 74, 'Tradesman': 74, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",1,"{'Farmer': 1, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 1.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 1620, 'Farmland_to_Feed_Burg_ha_Max': 3240, 'Urban_Area_Burg_ha_Min': 4, 'Urban_Area_Burg_ha_Max': 8}"
129,130,Todtlin,Hunting,0,5854,"{'Farmer': 4257, 'Fisherman': 266, 'Hunter': 798, 'Craftsman': 266, 'Tradesman': 266, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",5,"{'Farmer': 5, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 5.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 5854, 'Farmland_to_Feed_Burg_ha_Max': 11708, 'Urban_Area_Burg_ha_Min': 15, 'Urban_Area_Burg_ha_Max': 29}"
130,131,Aichten,Hunting,0,1054,"{'Farmer': 767, 'Fisherman': 48, 'Hunter': 144, 'Craftsman': 48, 'Tradesman': 48, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",0,"{'Farmer': 0, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 0.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 1054, 'Farmland_to_Feed_Burg_ha_Max': 2108, 'Urban_Area_Burg_ha_Min': 3, 'Urban_Area_Burg_ha_Max': 5}"
131,132,Throton,Hunting,0,2751,"{'Farmer': 2001, 'Fisherman': 125, 'Hunter': 375, 'Craftsman': 125, 'Tradesman': 125, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",2,"{'Farmer': 2, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 2.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 2751, 'Farmland_to_Feed_Burg_ha_Max': 5502, 'Urban_Area_Burg_ha_Min': 7, 'Urban_Area_Burg_ha_Max': 14}"
132,133,Nemunaribas,Hunting,0,1830,"{'Farmer': 1171, 'Fisherman': 73, 'Hunter': 220, 'Craftsman': 146, 'Tradesman': 73, 'Churchman': 0, 'Clerk': 0, 'Soldier': 146}",1,"{'Farmer': 1, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 1.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 1830, 'Farmland_to_Feed_Burg_ha_Max': 3660, 'Urban_Area_Burg_ha_Min': 5, 'Urban_Area_Burg_ha_Max': 9}"
133,134,Zizicheres,Generic,0,10227,"{'Farmer': 8182, 'Fisherman': 511, 'Hunter': 511, 'Craftsman': 511, 'Tradesman': 511, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",10,"{'Farmer': 10, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 10.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 10227, 'Farmland_to_Feed_Burg_ha_Max': 20454, 'Urban_Area_Burg_ha_Min': 26, 'Urban_Area_Burg_ha_Max': 51}"
134,135,Steiamt,Hunting,0,3260,"{'Farmer': 2371, 'Fisherman': 148, 'Hunter': 445, 'Craftsman': 148, 'Tradesman': 148, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",2,"{'Farmer': 2, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 2.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 3260, 'Farmland_to_Feed_Burg_ha_Max': 6520, 'Urban_Area_Burg_ha_Min': 8, 'Urban_Area_Burg_ha_Max': 16}"
135,136,Kaurepolama,Hunting,0,1556,"{'Farmer': 1132, 'Fisherman': 71, 'Hunter': 212, 'Craftsman': 71, 'Tradesman': 71, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",1,"{'Farmer': 1, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 1.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 1556, 'Farmland_to_Feed_Burg_ha_Max': 3112, 'Urban_Area_Burg_ha_Min': 4, 'Urban_Area_Burg_ha_Max': 8}"
136,137,Sinztal,Hunting,0,2194,"{'Farmer': 1596, 'Fisherman': 100, 'Hunter': 299, 'Craftsman': 100, 'Tradesman': 100, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",1,"{'Farmer': 1, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 1.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 2194, 'Farmland_to_Feed_Burg_ha_Max': 4388, 'Urban_Area_Burg_ha_Min': 5, 'Urban_Area_Burg_ha_Max': 11}"
137,138,Vanlin,Hunting,0,1628,"{'Farmer': 1184, 'Fisherman': 74, 'Hunter': 222, 'Craftsman': 74, 'Tradesman': 74, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",1,"{'Farmer': 1, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 1.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 1628, 'Farmland_to_Feed_Burg_ha_Max': 3256, 'Urban_Area_Burg_ha_Min': 4, 'Urban_Area_Burg_ha_Max': 8}"
138,139,Enzklostatt,Hunting,0,990,"{'Farmer': 634, 'Fisherman': 40, 'Hunter': 119, 'Craftsman': 79, 'Tradesman': 40, 'Churchman': 0, 'Clerk': 0, 'Soldier': 79}",0,"{'Farmer': 0, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 0.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 990, 'Farmland_to_Feed_Burg_ha_Max': 1980, 'Urban_Area_Burg_ha_Min': 2, 'Urban_Area_Burg_ha_Max': 5}"
139,140,Konut,Generic,0,12064,"{'Farmer': 9651, 'Fisherman': 603, 'Hunter': 603, 'Craftsman': 603, 'Tradesman': 603, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",12,"{'Farmer': 12, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 12.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 12064, 'Farmland_to_Feed_Burg_ha_Max': 24128, 'Urban_Area_Burg_ha_Min': 30, 'Urban_Area_Burg_ha_Max': 60}"
140,141,Rodutum,Generic,0,17387,"{'Farmer': 12095, 'Fisherman': 756, 'Hunter': 756, 'Craftsman': 1512, 'Tradesman': 756, 'Churchman': 0, 'Clerk': 0, 'Soldier': 1512}",17,"{'Farmer': 15, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 1, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 1}","{'Net_Food': 13.0, 'Net_Gold': -0.25}","{'Farmland_to_Feed_Burg_ha_Min': 17387, 'Farmland_to_Feed_Burg_ha_Max': 34774, 'Urban_Area_Burg_ha_Min': 43, 'Urban_Area_Burg_ha_Max': 87}"
141,142,Chabad,Generic,0,20508,"{'Farmer': 14266, 'Fisherman': 892, 'Hunter': 892, 'Craftsman': 1783, 'Tradesman': 892, 'Churchman': 0, 'Clerk': 0, 'Soldier': 1783}",24,"{'Farmer': 17, 'Fisherman': 1, 'Hunter': 1, 'Craftsman': 2, 'Tradesman': 1, 'Churchman': 0, 'Clerk': 0, 'Soldier': 2}","{'Net_Food': 14.5, 'Net_Gold': 1.0}","{'Farmland_to_Feed_Burg_ha_Min': 20508, 'Farmland_to_Feed_Burg_ha_Max': 41016, 'Urban_Area_Burg_ha_Min': 51, 'Urban_Area_Burg_ha_Max': 103}"
